ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Previous_Day_Cash_Level,Location_Type,Holiday_Flag,Special_Event_Flag,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
1,2025-04-17,3,4,7135.83,5246.63,9332.68,3,0,0,3,0,6583.85
1,2025-04-18,4,1,8382.14,7216.76,9276.57,3,0,0,3,0,8413.72
1,2025-04-19,5,4,24596.24,17218.59,10896.79,3,0,0,1,0,24095.3
1,2025-04-20,6,1,5985.8,4915.84,31975.11,3,0,0,3,0,5928.6
1,2025-04-21,0,3,9594.02,8389.53,7781.54,3,1,0,2,0,9329.98
1,2025-04-22,1,3,4881.28,3189.48,12472.23,3,0,0,2,0,5331.41
1,2025-04-23,2,1,6861.05,4254.69,6345.67,3,0,0,3,0,7204.05
1,2025-04-24,3,3,7097.38,4336.25,8919.36,3,0,0,2,0,7057.73
1,2025-04-25,4,4,10314.87,7429.07,9226.6,3,0,0,3,0,10437.91
1,2025-04-26,5,3,4242.97,3020.97,13409.34,3,0,0,3,0,4048.43
1,2025-04-27,6,2,7587.97,4614.47,5515.86,3,0,0,3,0,7166.04
1,2025-04-28,0,4,5701.0,4394.52,9864.37,3,0,0,2,0,6142.78
1,2025-04-29,1,4,8734.71,7715.57,7411.3,3,0,0,2,0,8107.7
1,2025-04-30,2,2,7490.49,6147.98,11355.12,3,0,0,3,0,8012.02
1,2025-05-01,3,4,4997.75,3883.69,9737.63,3,0,0,2,0,4765.92
1,2025-05-02,4,1,7007.54,4823.57,6497.07,3,0,0,1,0,7636.05
1,2025-05-03,5,2,9689.73,7049.9,9109.8,3,0,0,2,0,8764.3
1,2025-05-04,6,2,6813.56,4372.99,12596.65,3,0,0,1,0,7269.98
1,2025-05-05,0,4,4415.61,3512.29,8857.63,3,0,0,2,0,4706.81
1,2025-05-06,1,3,7687.8,6628.16,5740.29,3,0,0,3,0,7837.57
1,2025-05-07,2,4,6622.85,5004.72,9994.13,3,0,0,2,0,6022.77
1,2025-05-08,3,4,8069.89,5435.92,8609.7,3,0,0,1,0,7891.22
1,2025-05-09,4,4,9092.95,7266.19,10490.86,3,0,0,3,0,9887.36
1,2025-05-10,5,1,5601.64,4361.01,11820.84,3,0,0,3,0,5099.09
1,2025-05-11,6,2,6331.74,5182.25,7282.13,3,0,0,1,0,6326.03
1,2025-05-12,0,3,7223.78,6066.71,8231.26,3,0,0,3,0,7505.07
1,2025-05-13,1,2,7624.98,6571.84,9390.91,3,1,0,1,0,7979.12
1,2025-05-14,2,1,6520.63,5679.53,9912.47,3,0,0,2,0,6711.9
1,2025-05-15,3,3,7015.22,5378.86,8476.82,3,0,0,3,0,6977.63
1,2025-05-16,4,3,10723.19,6804.77,9119.78,3,1,0,1,0,10555.4
1,2025-05-17,5,1,10266.95,8162.74,13940.15,3,0,0,3,0,9989.12
1,2025-05-18,6,4,2791.26,2044.07,13347.04,3,0,0,1,0,2737.94
1,2025-05-19,0,3,8705.24,6337.81,3628.64,3,0,0,1,0,9361.03
1,2025-05-20,1,2,27145.23,17797.55,11316.81,3,1,0,2,0,26515.26
1,2025-05-21,2,4,6084.07,4795.78,35288.8,3,0,0,1,0,6538.76
1,2025-05-22,3,3,8974.02,7370.14,7909.29,3,0,0,3,0,8505.18
1,2025-05-23,4,3,6725.79,4071.54,11666.23,3,0,0,2,0,7381.85
1,2025-05-24,5,1,7080.3,5918.45,8743.53,3,0,0,3,0,6498.88
1,2025-05-25,6,2,6714.35,5716.25,9204.39,3,0,0,3,0,6352.54
1,2025-05-26,0,3,6941.48,4241.38,8728.66,3,0,0,2,0,7576.3
1,2025-05-27,1,4,7004.82,5306.22,9023.92,3,0,0,3,0,6668.91
1,2025-05-28,2,3,4610.24,3076.56,9106.26,3,0,0,3,0,4355.59
1,2025-05-29,3,3,8684.82,7700.79,5993.32,3,1,0,1,0,9313.82
1,2025-05-30,4,1,7650.45,5527.72,11290.26,3,0,0,3,0,7455.65
1,2025-05-31,5,4,11571.58,8661.84,9945.58,3,0,1,2,0,11526.65
1,2025-06-01,6,1,7195.68,6183.59,15043.06,3,0,0,2,0,7532.31
1,2025-06-02,0,4,6460.64,4339.01,9354.39,3,0,0,1,0,7016.38
1,2025-06-03,1,4,6457.05,5736.4,8398.84,3,0,0,3,0,6412.45
1,2025-06-04,2,3,18011.1,13811.9,8394.16,3,0,0,3,0,18935.56
1,2025-06-05,3,4,9375.29,7199.79,23414.44,3,1,0,2,0,8654.98
1,2025-06-06,4,2,19113.98,13946.94,12187.88,3,0,0,3,0,20414.2
1,2025-06-07,5,4,7226.35,4712.49,24848.17,3,0,0,1,0,7617.81
1,2025-06-08,6,4,6509.01,4051.26,9394.26,3,0,0,2,0,6967.79
1,2025-06-09,0,2,9630.21,7968.8,8461.72,3,0,0,3,0,8714.54
1,2025-06-10,1,3,6690.51,4219.43,12519.27,3,0,0,3,0,7164.48
1,2025-06-11,2,3,5022.6,3360.2,8697.67,3,0,0,2,0,4652.27
1,2025-06-12,3,3,6688.11,4810.62,6529.38,3,0,0,1,0,6386.1
1,2025-06-13,4,3,9181.9,6096.15,8694.55,3,0,0,2,0,8320.89
1,2025-06-14,5,1,8746.09,7464.22,11936.47,3,0,0,3,0,9202.68
1,2025-06-15,6,3,7545.13,6330.07,11369.91,3,0,0,2,0,7517.25
1,2025-06-16,0,2,6799.76,5267.04,9808.67,3,0,0,1,0,6485.61
1,2025-06-17,1,4,11784.59,7326.88,8839.69,3,0,0,1,0,11531.21
1,2025-06-18,2,2,8038.7,4918.77,15319.97,3,0,0,3,0,8007.36
1,2025-06-19,3,4,7498.19,5621.14,10450.31,3,0,0,2,0,7675.38
1,2025-06-20,4,4,8544.57,6025.53,9747.64,3,0,0,2,0,7746.86
1,2025-06-21,5,4,5169.4,4170.87,11107.95,3,0,0,2,0,5480.17
1,2025-06-22,6,2,12156.54,8383.77,6720.22,3,1,0,3,0,13214.65
1,2025-06-23,0,4,8934.72,6659.22,15803.51,3,0,0,2,0,9222.09
1,2025-06-24,1,4,5990.45,4382.51,11615.13,3,0,0,2,0,6259.81
1,2025-06-25,2,4,6823.84,4767.85,7787.58,3,0,0,1,0,6783.15
1,2025-06-26,3,1,7618.99,4757.74,8871.0,3,0,0,3,0,7471.58
1,2025-06-27,4,1,14291.08,9321.47,9904.68,3,1,1,1,0,15608.09
1,2025-06-28,5,2,8568.68,7005.56,18578.41,3,0,0,2,0,8545.83
1,2025-06-29,6,2,8430.65,6556.56,11139.28,3,0,0,3,0,9125.95
2,2025-01-01,2,1,5703.54,3731.79,9793.5,3,0,0,2,1,6107.79
2,2025-01-02,3,1,5521.56,4165.72,7414.6,3,0,0,1,1,5366.11
2,2025-01-03,4,2,5892.78,3767.03,7178.03,3,0,0,1,1,6446.49
2,2025-01-04,5,3,9576.04,7238.84,7660.61,3,0,0,2,1,9263.87
2,2025-01-05,6,2,4584.25,3241.15,12448.85,3,0,0,3,1,4614.97
2,2025-01-06,0,1,4260.11,2819.14,5959.52,3,0,0,3,1,3929.45
2,2025-01-07,1,2,6332.63,4400.21,5538.14,3,0,0,1,1,6341.79
2,2025-01-08,2,2,4976.57,2993.32,8232.41,3,0,0,2,1,5426.26
2,2025-01-09,3,2,3346.67,2134.24,6469.54,3,0,0,3,1,3100.83
2,2025-01-10,4,4,8274.29,5432.11,4350.67,3,0,0,3,1,8656.28
2,2025-01-11,5,1,9042.59,6440.94,10756.58,3,0,0,2,1,8170.01
2,2025-01-12,6,2,4700.54,4133.11,11755.37,3,0,0,1,1,4878.72
2,2025-01-13,0,1,8979.15,7159.56,6110.7,3,0,0,2,1,9876.01
2,2025-01-14,1,2,4809.48,4014.55,11672.89,3,0,0,1,1,4873.94
2,2025-01-15,2,1,8313.21,6889.03,6252.33,3,0,0,2,1,8808.36
2,2025-01-16,3,3,4687.59,2820.65,10807.17,3,0,0,2,1,4523.13
2,2025-01-17,4,4,6347.71,4519.42,6093.86,3,0,0,3,1,6001.47
2,2025-01-18,5,2,4604.71,3403.11,8252.02,3,0,0,2,1,4494.0
2,2025-01-19,6,2,6663.41,4950.97,5986.13,3,0,0,1,1,6522.63
2,2025-01-20,0,3,4756.91,4027.76,8662.44,3,0,0,3,1,4691.13
2,2025-01-21,1,4,4748.95,3532.06,6183.98,3,0,0,1,1,4458.85
2,2025-01-22,2,2,8825.1,7421.09,6173.64,3,0,0,2,1,8894.22
2,2025-01-23,3,4,5624.01,3680.04,11472.63,3,0,0,2,1,5827.74
2,2025-01-24,4,2,5454.58,4201.08,7311.22,3,0,0,3,1,5189.01
2,2025-01-25,5,4,6966.36,6168.16,7090.96,3,0,0,2,1,7107.93
2,2025-01-26,6,2,6624.53,5188.96,9056.26,3,0,0,2,1,6506.65
2,2025-01-27,0,1,7649.75,6477.69,8611.89,3,0,0,1,1,7533.07
2,2025-01-28,1,2,5477.75,4250.64,9944.67,3,0,0,2,1,5114.05
2,2025-01-29,2,3,8365.88,5601.66,7121.08,3,0,0,1,1,8183.34
2,2025-01-30,3,1,11575.69,9292.42,10875.64,3,1,0,3,1,11443.08
2,2025-01-31,4,1,9398.71,6590.08,15048.4,3,0,0,3,1,10161.0
2,2025-02-01,5,1,10188.94,7339.67,12218.33,3,1,0,1,1,9917.82
2,2025-02-02,6,2,7269.07,5757.47,13245.62,3,0,0,1,1,6936.37
2,2025-02-03,0,4,7977.11,5241.74,9449.8,3,0,0,1,1,7262.9
2,2025-02-04,1,4,3602.32,2257.32,10370.25,3,0,0,2,1,3934.94
2,2025-02-05,2,1,5585.61,4106.04,4683.02,3,0,0,2,1,5871.77
2,2025-02-06,3,1,4890.53,4294.38,7261.29,3,0,0,3,1,4929.61
2,2025-02-07,4,1,7360.19,6083.79,6357.69,3,0,0,2,1,6812.17
2,2025-02-08,5,4,6655.82,5864.36,9568.24,3,0,0,1,1,6727.44
2,2025-02-09,6,3,4532.15,3420.43,8652.56,3,0,0,2,1,4912.3
2,2025-02-10,0,3,2756.44,2173.14,5891.8,3,0,0,2,1,2852.53
2,2025-02-11,1,2,6571.3,4102.31,3583.38,3,0,0,3,1,6443.79
2,2025-02-12,2,2,6604.8,4225.47,8542.7,3,0,0,2,1,7083.01
2,2025-02-13,3,4,6784.75,4717.16,8586.24,3,0,0,2,1,7399.17
2,2025-02-14,4,2,7919.77,5779.45,8820.17,3,0,0,1,1,7621.7
2,2025-02-15,5,2,8629.34,5736.88,10295.71,3,0,0,3,1,8835.73
2,2025-02-16,6,4,6208.84,5578.39,11218.14,3,0,0,1,1,5659.7
2,2025-02-17,0,4,8765.09,5578.24,8071.49,3,0,0,1,1,8420.23
2,2025-02-18,1,3,6769.86,5311.4,11394.62,3,0,0,1,1,6507.53
2,2025-02-19,2,4,6533.57,5657.95,8800.82,3,0,0,2,1,6467.95
2,2025-02-20,3,1,7341.19,4429.01,8493.64,3,0,0,2,1,7218.09
2,2025-02-21,4,3,8973.53,5753.23,9543.55,3,0,0,1,1,9036.9
2,2025-02-22,5,1,7811.84,5971.27,11665.59,3,0,0,1,1,7740.56
2,2025-02-23,6,4,7397.94,5159.34,10155.39,3,0,0,2,1,7749.13
2,2025-02-24,0,4,8735.76,7745.12,9617.32,3,0,0,1,1,9237.02
2,2025-02-25,1,1,6215.01,5463.59,11356.48,3,0,0,1,1,5908.07
2,2025-02-26,2,4,5105.92,4425.9,8079.52,3,0,0,2,1,5055.49
2,2025-02-27,3,1,3286.23,2018.89,6637.69,3,0,0,1,1,2982.6
2,2025-02-28,4,3,6631.06,4674.31,4272.1,3,0,0,3,1,6995.31
2,2025-03-01,5,3,9783.02,7807.74,8620.38,3,0,0,2,1,10300.29
2,2025-03-02,6,4,8023.07,5733.14,12717.92,3,0,0,1,1,7550.81
2,2025-03-03,0,1,5393.81,4094.39,10429.99,3,0,0,1,1,4899.68
2,2025-03-04,1,2,6614.52,5453.16,7011.95,3,0,0,3,1,7026.96
2,2025-03-05,2,4,10196.39,6804.91,8598.88,3,0,1,1,1,9935.7
2,2025-03-06,3,3,6197.12,4918.92,13255.3,3,0,0,2,1,5931.77
2,2025-03-07,4,4,7419.58,5867.56,8056.26,3,0,0,1,1,7005.66
2,2025-03-08,5,2,9522.0,7254.49,9645.45,3,0,0,3,1,9956.1
2,2025-03-09,6,2,5329.91,3978.87,12378.6,3,0,0,3,1,4957.54
2,2025-03-10,0,4,7519.02,4853.31,6928.88,3,0,0,1,1,6908.11
2,2025-03-11,1,4,8681.87,6662.58,9774.72,3,0,0,3,1,9223.19
2,2025-03-12,2,4,8460.97,6485.55,11286.43,3,0,0,3,1,8855.38
2,2025-03-13,3,3,5894.78,4463.81,10999.27,3,0,0,1,1,6305.12
2,2025-03-14,4,2,12209.21,10095.55,7663.22,3,1,0,2,1,13044.25
2,2025-03-15,5,2,9031.5,7375.32,15871.98,3,0,0,3,1,9729.09
2,2025-03-16,6,3,4240.52,2662.61,11740.96,3,0,0,2,1,4315.32
2,2025-03-17,0,4,8422.88,6472.52,5512.67,3,0,0,1,1,8525.06
2,2025-03-18,1,2,7696.54,4795.85,10949.74,3,0,0,3,1,7017.02
2,2025-03-19,2,1,5702.22,4306.21,10005.5,3,0,0,1,1,5634.02
2,2025-03-20,3,4,6404.98,5256.56,7412.89,3,0,0,1,1,7043.36
2,2025-03-21,4,4,7652.18,6394.89,8326.47,3,0,0,2,1,7068.07
2,2025-03-22,5,2,10661.68,7555.62,9947.83,3,0,0,3,1,10308.8
2,2025-03-23,6,1,8843.87,6680.86,13860.18,3,0,0,2,1,8487.86
2,2025-03-24,0,1,9911.0,7382.61,11497.02,3,1,0,2,1,9184.48
2,2025-03-25,1,4,8341.55,6830.5,12884.3,3,1,0,3,1,8784.51
2,2025-03-26,2,2,7678.12,4765.71,10844.01,3,0,0,1,1,6997.92
2,2025-03-27,3,2,10981.0,7410.68,9981.56,3,1,0,3,1,10480.16
2,2025-03-28,4,2,7802.75,4828.31,14275.3,3,0,0,2,1,8437.01
2,2025-03-29,5,1,6713.98,5840.83,10143.57,3,0,0,3,1,6071.89
2,2025-03-30,6,4,8268.69,6510.17,8728.18,3,0,0,3,1,8259.56
2,2025-03-31,0,1,5963.63,4183.36,10749.29,3,0,0,2,1,5735.46
2,2025-04-01,1,1,5294.32,4042.38,7752.72,3,0,0,1,1,5803.13
2,2025-04-02,2,1,6282.73,4804.1,6882.62,3,0,0,1,1,6424.6
2,2025-04-03,3,2,7135.39,4490.08,8167.55,3,0,0,1,1,7651.97
2,2025-04-04,4,3,6508.78,5479.88,9276.0,3,0,0,3,1,6455.72
2,2025-04-05,5,4,8027.48,6632.56,8461.41,3,0,0,3,1,7253.54
2,2025-04-06,6,4,8127.79,5976.95,10435.72,3,0,0,2,1,8916.17
2,2025-04-07,0,2,4604.59,3865.57,10566.13,3,0,0,2,1,4486.65
2,2025-04-08,1,3,5146.19,3389.71,5985.97,3,0,0,3,1,4823.76
2,2025-04-09,2,4,8311.22,7268.39,6690.05,3,0,0,1,1,8366.12
2,2025-04-10,3,2,7334.12,6286.46,10804.58,3,0,0,2,1,7929.86
2,2025-04-11,4,2,7693.65,6509.7,9534.35,3,0,0,1,1,7406.15
2,2025-04-12,5,2,7351.59,5525.18,10001.74,3,0,0,1,1,8038.42
2,2025-04-13,6,3,4935.41,3594.2,9557.07,3,0,0,2,1,4602.01
2,2025-04-14,0,3,7171.46,4754.15,6416.03,3,0,0,1,1,6997.95
2,2025-04-15,1,3,9240.81,6850.68,9322.9,3,0,0,2,1,9835.25
2,2025-04-16,2,4,7055.18,4942.59,12013.06,3,0,0,2,1,6594.84
2,2025-04-17,3,1,5681.07,4176.19,9171.73,3,0,0,1,1,5963.79
2,2025-04-18,4,1,7218.74,5351.87,7385.39,3,0,0,1,1,7910.44
2,2025-04-19,5,3,12760.73,8325.92,9384.36,3,1,0,2,1,13668.62
2,2025-04-20,6,4,4846.93,4167.95,16588.95,3,0,0,3,1,4571.17
2,2025-04-21,0,3,11980.43,8024.84,6301.01,3,0,1,1,1,12716.98
2,2025-04-22,1,4,5755.5,3453.63,15574.56,3,0,0,1,1,5374.58
2,2025-04-23,2,2,3270.0,2070.61,7482.16,3,0,0,1,1,3219.34
2,2025-04-24,3,1,11064.63,9487.95,4250.99,3,0,1,2,1,10604.83
2,2025-04-25,4,3,9167.79,7901.04,14384.02,3,0,0,1,1,8457.44
2,2025-04-26,5,2,7044.67,4253.01,11918.13,3,0,0,1,1,7000.66
2,2025-04-27,6,1,8104.17,7057.66,9158.07,3,0,0,1,1,8675.13
2,2025-04-28,0,1,5233.07,3973.97,10535.42,3,0,0,3,1,5586.99
2,2025-04-29,1,4,9245.68,7853.39,6803.0,3,1,0,2,1,9428.7
2,2025-04-30,2,1,8271.82,7021.0,12019.38,3,0,0,1,1,8898.79
2,2025-05-01,3,1,11351.68,9850.5,10753.36,3,1,0,2,1,11223.14
2,2025-05-02,4,4,7306.78,4904.53,14757.19,3,0,0,1,1,7324.85
2,2025-05-03,5,4,8471.15,6972.42,9498.81,3,0,0,3,1,8481.77
2,2025-05-04,6,3,6744.01,5002.36,11012.5,3,0,0,2,1,6131.18
2,2025-05-05,0,4,6198.71,4855.04,8767.21,3,0,0,1,1,5926.81
2,2025-05-06,1,4,8568.04,5703.92,8058.32,3,0,0,1,1,7774.17
2,2025-05-07,2,4,7249.22,6375.88,11138.46,3,0,0,1,1,7099.91
2,2025-05-08,3,1,10625.3,7992.6,9423.98,3,0,0,1,1,11420.55
2,2025-05-09,4,1,11153.53,8103.58,13812.89,3,0,1,3,1,10955.05
2,2025-05-10,5,4,6855.45,5807.51,14499.59,3,0,0,1,1,7479.38
2,2025-05-11,6,2,6746.3,4279.49,8912.09,3,0,0,2,1,6589.57
2,2025-05-12,0,3,5606.84,4627.63,8770.19,3,0,0,3,1,5125.78
2,2025-05-13,1,2,8368.61,6511.6,7288.89,3,0,0,2,1,7548.7
2,2025-05-14,2,2,8264.64,6753.8,10879.19,3,0,0,3,1,7637.45
2,2025-05-15,3,2,3983.35,3079.77,10744.04,3,0,0,2,1,3619.86
2,2025-05-16,4,1,6866.45,5463.55,5178.36,3,0,0,1,1,7341.06
2,2025-05-17,5,2,6419.02,4711.09,8926.38,3,0,0,1,1,6802.09
2,2025-05-18,6,3,4887.12,3399.77,8344.73,3,0,0,1,1,4967.46
2,2025-05-19,0,2,11889.12,9436.66,6353.26,3,0,1,1,1,10806.68
2,2025-05-20,1,1,11159.73,7964.4,15455.86,3,0,0,1,1,10058.74
